distance,event_type,orientation,length,width,depth,joint_number,comments,year,distance_raw,distance_aligned
45188.494,metal loss,207.0,9.9,5.7,17.0,12510,,2022,45188.494,45084.827810378694
45190.571,metal loss,141.0,14.9,6.0,11.0,12510,,2022,45190.571,45086.900833727035
45195.417,metal loss,328.5,5.0,3.3,14.0,12510,,2022,45195.417,45091.737555511354
45196.89,metal loss,328.0,3.8,2.2,13.0,12510,,2022,45196.89,45093.20773528607
45198.72,metal loss,194.0,7.8,3.0,16.0,12510,,2022,45198.72,45095.03423154387
45199.688,metal loss,199.5,1.9,1.8,13.0,12510,,2022,45199.688,45096.000378198274
45200.272,metal loss,200.0,1.5,1.5,16.0,12510,,2022,45200.272,45096.58326006415
45206.001,metal loss,334.0,12.4,2.4,10.0,12510,,2022,45206.001,45102.30129124499
45253.973,metal loss,37.0,2.2,1.6,21.0,12530,,2022,45253.973,45150.11180360539
45254.003,metal loss,113.5,2.1,1.3,17.0,12530,,2022,45254.003,45150.141761029074
45286.916,metal loss,360.5,5.1,8.2,53.0,12540,,2022,45286.916,45183.00866882678
45291.906,metal loss,79.0,4.3,4.8,15.0,12540,,2022,45291.906,45187.996198640925
45296.138,metal loss,166.0,3.6,2.4,17.0,12540,,2022,45296.138,45192.2261036857
45306.257,metal loss,375.0,6.3,3.4,10.0,12540,,2022,45306.257,45202.3400945052
45322.346,metal loss,96.5,1.7,1.8,17.0,12550,,2022,45322.346,45218.326510524756
45335.423,metal loss,158.5,2.3,1.0,12.0,12550,,2022,45335.423,45231.30787874296
45336.391,metal loss,163.0,1.7,1.0,14.0,12550,,2022,45336.391,45232.26879978259
45339.954,metal loss,48.0,2.8,2.7,11.0,12550,,2022,45339.954,45235.805743650555
45344.911,metal loss,54.5,2.9,2.9,11.0,12550,,2022,45344.911,45240.726493230555
45348.051,metal loss,111.5,2.6,2.6,15.0,12550,,2022,45348.051,45243.8435304872
45395.42,metal loss,307.5,7.2,2.7,10.0,12570,,2022,45395.42,45260.94692460317
45635.489,metal loss,184.5,2.8,2.5,13.0,12630,,2022,45635.489,45530.85937962549
45729.747,metal loss,47.0,3.1,2.9,11.0,12670,,2022,45729.747,45624.468831136415
45790.745,metal loss,382.0,6.1,3.1,13.0,12690,,2022,45790.745,45685.66087689965
45830.584,metal loss,101.0,16.3,2.1,17.0,12700,,2022,45830.584,45725.466905243506
45837.497,metal loss,103.5,37.0,4.4,17.0,12700,,2022,45837.497,45732.33472926716
45842.999,metal loss,97.5,5.0,1.9,12.0,12700,,2022,45842.999,45737.80077407812
45846.03,metal loss,107.5,3.9,2.5,13.0,12700,,2022,45846.03,45740.811966702975
45848.927,metal loss,100.5,12.1,2.1,10.0,12700,,2022,45848.927,45743.69003500856
45853.865,metal loss,263.5,2.9,3.4,12.0,12710,,2022,45853.865,45748.601460494414
45894.344,metal loss,253.5,1.9,2.0,12.0,12720,,2022,45894.344,45789.09447992125
45895.594,metal loss,251.0,3.3,2.8,11.0,12720,,2022,45895.594,45790.33611377952
45899.767,metal loss,261.5,5.3,2.4,10.0,12720,,2022,45899.767,45794.48118425197
45901.827,metal loss,257.0,6.5,2.5,11.0,12720,,2022,45901.827,45796.52739685039
45904.075,metal loss,256.5,20.0,4.3,14.0,12720,,2022,45904.075,45798.760351181096
45906.253,metal loss,259.0,4.0,2.2,12.0,12720,,2022,45906.253,45800.92377401575
45912.254,metal loss,257.0,4.3,2.3,13.0,12720,,2022,45912.254,45806.88460984252
45912.91,metal loss,258.5,3.0,1.0,13.0,12720,,2022,45912.91,45807.53621929134
45914.416,metal loss,254.5,3.3,4.1,15.0,12720,,2022,45914.416,45809.032139763774
45917.69,metal loss,205.5,2.2,1.5,16.0,12720,,2022,45917.69,45812.28422716536
46128.583,metal loss,131.5,1.4,2.7,21.0,12780,,2022,46128.583,46022.66972047224
46192.854,metal loss,144.5,10.4,3.3,48.0,12800,,2022,46192.854,46086.939767124306
46195.213,metal loss,115.5,1.7,1.5,21.0,12800,,2022,46195.213,46089.295897365875
46196.168,metal loss,115.5,1.9,1.5,15.0,12800,,2022,46196.168,46090.249735594225
46197.234,metal loss,114.0,3.7,2.8,20.0,12800,,2022,46197.234,46091.314438789435
46207.293,metal loss,158.0,2.9,2.9,19.0,12800,,2022,46207.293,46101.361201866974
46207.74,metal loss,144.5,4.9,5.4,24.0,12800,,2022,46207.74,46101.80765808485
46208.638,metal loss,145.0,8.1,7.0,22.0,12800,,2022,46208.638,46102.70456565455
46209.81,metal loss,168.5,3.6,5.2,49.0,12800,,2022,46209.81,46103.875139899195
46210.64,metal loss,160.5,1.3,1.7,27.0,12810,,2022,46210.64,46104.705338600725
46305.761,metal loss,234.5,4.0,2.0,13.0,12830,,2022,46305.761,46199.75504879506
46307.021,metal loss,199.0,4.7,2.8,12.0,12830,,2022,46307.021,46201.0144841665
46308.1,metal loss,199.5,3.2,3.3,17.0,12830,,2022,46308.1,46202.09300064728
46309.475,metal loss,192.5,3.1,2.2,17.0,12830,,2022,46309.475,46203.46738448516
46309.856,metal loss,188.0,5.9,4.1,25.0,12830,,2022,46309.856,46203.84821375224
46312.1,metal loss,149.5,2.0,0.7,14.0,12830,,2022,46312.1,46206.09120817566
46314.167,metal loss,171.5,9.2,4.0,27.0,12830,,2022,46314.167,46208.157281915956
46344.078,metal loss,148.5,29.6,13.9,35.0,12840,,2022,46344.078,46237.995341641064
46353.796,metal loss,160.5,10.1,2.8,17.0,12840,,2022,46353.796,46247.666634377165
46354.281,metal loss,131.0,1.7,1.1,16.0,12840,,2022,46354.281,46248.14930333961
46354.777,metal loss,128.5,12.0,2.4,23.0,12840,,2022,46354.777,46248.64291943316
46355.19,metal loss,158.5,1.4,1.0,14.0,12840,,2022,46355.19,46249.053934446536
46355.751,metal loss,273.5,24.1,6.5,30.0,12840,,2022,46355.751,46249.612238132984
46356.266,metal loss,129.0,3.9,1.5,24.0,12840,,2022,46356.266,46250.124762907544
46357.605,metal loss,128.5,3.5,1.8,11.0,12840,,2022,46357.605,46251.457327321375
46358.143,metal loss,277.5,20.4,4.2,36.0,12840,,2022,46358.143,46251.99274155187
46358.346,metal loss,130.5,2.0,2.4,11.0,12840,,2022,46358.346,46252.194765880486
46359.931,metal loss,134.5,1.5,1.1,16.0,12840,,2022,46359.931,46253.77214795362
46360.449,metal loss,134.0,1.7,1.6,14.0,12840,,2022,46360.449,46254.28765830938
46371.604,metal loss,96.0,2.0,2.1,18.0,12850,,2022,46371.604,46265.392180686904
46385.089,metal loss,159.5,3.5,2.1,12.0,12850,,2022,46385.089,46278.863756097555
46385.469,metal loss,206.0,21.5,6.1,13.0,12850,,2022,46385.469,46279.243377799896
46385.712,metal loss,148.0,3.3,1.6,12.0,12850,,2022,46385.712,46279.486135888495
46386.886,metal loss,157.0,2.9,4.0,15.0,12850,,2022,46386.886,46280.65896714783
46387.484,metal loss,150.0,2.0,1.9,13.0,12850,,2022,46387.484,46281.25637182677
46387.989,metal loss,113.0,1.6,0.7,14.0,12850,,2022,46387.989,46281.7608690891
46388.035,metal loss,147.5,1.3,1.4,17.0,12850,,2022,46388.035,46281.80682329517
46388.553,metal loss,151.0,1.2,0.9,15.0,12850,,2022,46388.553,46282.32430761572
46395.187,metal loss,189.5,2.6,2.0,18.0,12850,,2022,46395.187,46288.951703334984
46395.794,metal loss,187.5,1.7,1.7,13.0,12850,,2022,46395.794,46289.55809905425
46396.709,metal loss,185.5,2.1,1.9,13.0,12850,,2022,46396.709,46290.47218815331
46396.752,metal loss,170.0,1.6,1.9,19.0,12850,,2022,46396.752,46290.51514534594
46397.192,metal loss,192.0,2.3,1.5,16.0,12850,,2022,46397.192,46290.95470731707
46397.822,metal loss,187.5,1.9,2.2,17.0,12850,,2022,46397.822,46291.58408013937
46398.727,metal loss,189.0,2.4,2.1,15.0,12850,,2022,46398.727,46292.48817919362
46399.583,metal loss,192.0,2.4,1.6,20.0,12850,,2022,46399.583,46293.34332702837
46400.561,metal loss,188.5,2.0,2.2,23.0,12850,,2022,46400.561,46294.320353409654
46402.552,metal loss,192.5,1.7,1.5,18.0,12850,,2022,46402.552,46296.30937132902
46409.019,metal loss,349.5,9.0,2.4,12.0,12850,,2022,46409.019,46302.769933300144
46450.971,metal loss,196.5,2.1,3.4,21.0,12860,,2022,46450.971,46344.629387272595
46451.857,metal loss,109.0,3.0,2.6,20.0,12870,,2022,46451.857,46345.515214940635
46451.923,metal loss,221.5,3.3,2.0,21.0,12870,,2022,46451.923,46345.581234781304
46485.883,metal loss,140.5,1.3,1.1,14.0,12870,,2022,46485.883,46379.55144370961
46485.906,metal loss,188.0,9.3,5.4,14.0,12870,,2022,46485.906,46379.57445062379
46486.273,metal loss,138.0,1.3,1.2,14.0,12870,,2022,46486.273,46379.941560949956
46487.306,metal loss,181.0,1.5,1.3,14.0,12870,,2022,46487.306,46380.97487148655
46492.923,metal loss,264.0,17.7,2.2,13.0,12880,,2022,46492.923,46386.58874086776
46492.936,metal loss,132.0,1.5,1.8,14.0,12880,,2022,46492.936,46386.60171114757
46500.653,metal loss,266.0,9.7,2.2,13.0,12880,,2022,46500.653,46394.30106878386
46519.669,metal loss,235.0,20.4,4.2,20.0,12880,,2022,46519.669,46413.273595000246
46519.688,metal loss,112.0,7.6,2.6,19.0,12880,,2022,46519.688,46413.29255156304
46522.31,metal loss,226.5,1.9,1.3,15.0,12880,,2022,46522.31,46415.90855722876
46522.772,metal loss,228.0,1.7,1.0,15.0,12880,,2022,46522.772,46416.36950101883
46531.913,metal loss,152.0,4.4,7.1,20.0,12890,,2022,46531.913,46425.4912283543
46532.034,metal loss,329.5,3.5,5.2,17.0,12890,,2022,46532.034,46425.61227357667
46532.169,metal loss,198.0,3.2,2.0,10.0,12890,,2022,46532.169,46425.74732403139
46533.366,metal loss,362.0,1.5,3.3,14.0,12890,,2022,46533.366,46426.944771396535
46539.154,metal loss,178.5,1.5,1.1,16.0,12890,,2022,46539.154,46432.734934595734
46539.216,metal loss,158.5,1.3,1.9,22.0,12890,,2022,46539.216,46432.79695776753
46540.18,metal loss,173.5,4.8,4.6,20.0,12890,,2022,46540.18,46433.76131805157
46610.656,metal loss,242.0,6.1,5.9,27.0,12900,,2022,46610.656,46504.141630910904
46722.923,metal loss,59.0,8.0,2.5,15.0,12940,,2022,46722.923,46616.40199119557
46725.223,metal loss,59.5,4.0,2.1,11.0,12940,,2022,46725.223,46618.69243813266
46728.278,metal loss,63.5,14.5,3.8,12.0,12940,,2022,46728.278,46621.73474917303
46842.697,metal loss,357.0,1.5,2.2,15.0,12980,,2022,46842.697,46735.84818984822
46844.915,metal loss,78.0,3.9,2.7,15.0,12980,,2022,46844.915,46738.06398233391
46846.365,metal loss,46.5,3.0,2.1,20.0,12980,,2022,46846.365,46739.51253918885
46846.572,metal loss,264.5,1.7,1.7,22.0,12980,,2022,46846.572,46739.71933316745
46847.677,metal loss,266.0,1.3,1.9,15.0,12980,,2022,46847.677,46740.82323339139
46898.55,metal loss,378.0,2.2,2.2,13.0,13000,,2022,46898.55,46791.37225817694
46898.976,metal loss,331.5,1.9,2.7,14.0,13000,,2022,46898.976,46791.8027754269
46900.837,metal loss,44.5,2.2,1.3,11.0,13000,,2022,46900.837,46793.683509234834
46901.565,metal loss,297.5,4.2,3.3,13.0,13000,,2022,46901.565,46794.41922885449
46901.68,metal loss,36.0,4.4,2.1,13.0,13000,,2022,46901.68,46794.5354482999
46902.159,metal loss,381.0,1.5,1.0,14.0,13000,,2022,46902.159,46795.01952755514
46902.995,metal loss,297.0,1.6,1.6,16.0,13000,,2022,46902.995,46795.864392393094
46903.501,metal loss,311.0,10.5,2.0,23.0,13000,,2022,46903.501,46796.375757952905
46903.875,metal loss,333.5,14.3,5.7,17.0,13000,,2022,46903.875,46796.75372380147
46904.875,metal loss,379.0,1.9,2.1,29.0,13000,,2022,46904.875,46797.76432767462
46905.371,metal loss,377.0,6.1,4.6,21.0,13000,,2022,46905.371,46798.2655871957
46912.326,metal loss,239.0,4.4,2.1,23.0,13000,,2022,46912.326,46805.29433713348
46913.507,metal loss,349.5,2.6,1.4,24.0,13000,,2022,46913.507,46806.487860307665
46913.914,metal loss,309.0,4.3,1.7,29.0,13000,,2022,46913.914,46806.89917608403
46945.505,metal loss,177.5,10.4,11.2,36.0,13020,,2022,46945.505,46838.533240306984
46979.751,metal loss,355.0,3.0,1.3,11.0,13020,,2022,46979.751,46872.66660021927
47306.165,metal loss,142.0,5.6,3.7,13.0,13110,,2022,47306.165,47198.17452214384
47307.362,metal loss,223.0,7.4,3.8,11.0,13110,,2022,47307.362,47199.36440944882
47307.52,metal loss,143.0,0.6,1.0,15.0,13110,,2022,47307.52,47199.52147059685
47308.215,metal loss,205.5,2.3,1.3,11.0,13110,,2022,47308.215,47200.21234083657
47308.543,metal loss,146.0,1.2,2.3,14.0,13110,,2022,47308.543,47200.53839182742
47308.684,metal loss,223.0,5.7,1.5,12.0,13110,,2022,47308.684,47200.678553991165
47312.552,metal loss,53.0,2.4,2.1,13.0,13110,,2022,47312.552,47204.5235699441
47313.271,metal loss,279.5,2.9,2.1,17.0,13110,,2022,47313.271,47205.2382975734
47316.06,metal loss,58.0,2.8,1.8,19.0,13110,,2022,47316.06,47208.01072505342
47316.526,metal loss,57.49999999999999,1.3,1.0,20.0,13110,,2022,47316.526,47208.47395603431
47317.257,metal loss,291.0,5.3,3.0,16.0,13110,,2022,47317.257,47209.2006123584
47318.816,metal loss,282.5,2.8,1.7,11.0,13110,,2022,47318.816,47210.75034862278
47319.364,metal loss,281.5,1.7,1.7,14.0,13110,,2022,47319.364,47211.29509235138
47375.243,metal loss,310.0,1.3,1.0,13.0,13140,,2022,47375.243,47266.69809278607
47375.781,metal loss,323.0,8.5,5.7,18.0,13140,,2022,47375.781,47267.2399738806
47376.007,metal loss,56.0,9.8,5.6,10.0,13140,,2022,47376.007,47267.467604228856
47377.008,metal loss,54.0,1.4,1.5,17.0,13140,,2022,47377.008,47268.475825373134
47377.641,metal loss,60.0,2.0,1.3,15.0,13140,,2022,47377.641,47269.11339179105
47377.933,metal loss,107.0,19.2,2.8,14.0,13140,,2022,47377.933,47269.407498258704
47378.074,metal loss,245.5,2.3,0.6,11.0,13140,,2022,47378.074,47269.549515422885
47378.215,metal loss,368.0,2.9,2.0,12.0,13140,,2022,47378.215,47269.691532587065
47378.891,metal loss,244.5,7.8,2.5,15.0,13140,,2022,47378.891,47270.372409203985
47380.039,metal loss,242.0,2.1,0.7,11.0,13140,,2022,47380.039,47271.52869079602
47380.226,metal loss,126.5,3.5,1.9,12.0,13140,,2022,47380.226,47271.717039801
47380.781,metal loss,136.5,3.0,2.2,14.0,13140,,2022,47380.781,47272.27604353234
47381.266,metal loss,139.0,1.3,1.0,13.0,13140,,2022,47381.266,47272.76454228856
47418.051,metal loss,69.5,3.2,2.7,11.0,13150,,2022,47418.051,47309.54139908257
47418.31,metal loss,165.5,9.2,5.4,13.0,13150,,2022,47418.31,47309.79957657022
47419.081,metal loss,258.5,8.7,8.5,15.0,13150,,2022,47419.081,47310.568128087514
47419.291,metal loss,331.0,4.9,5.4,22.0,13150,,2022,47419.291,47310.77746118561
47419.862,metal loss,186.0,9.6,14.9,16.0,13150,,2022,47419.862,47311.34664784757
47419.934,metal loss,243.0,4.1,3.2,14.0,13150,,2022,47419.934,47311.41841919549
47419.974,metal loss,117.0,3.1,2.3,19.0,13150,,2022,47419.974,47311.45829216656
47420.942,metal loss,194.0,4.8,2.8,13.0,13160,,2022,47420.942,47312.425023683485
47427.789,metal loss,177.5,5.4,5.1,17.0,13170,,2022,47427.789,47319.262777022435
47428.219,metal loss,216.0,8.5,4.2,23.0,13170,,2022,47428.219,47319.691023113526
47445.85,metal loss,173.0,0.9,1.4,20.0,13180,,2022,47445.85,47337.297277486905
47448.93,metal loss,130.0,2.8,1.3,18.0,13180,,2022,47448.93,47340.38596053161
47449.606,metal loss,61.0,3.7,2.6,20.0,13190,,2022,47449.606,47341.063165659354
47455.594,metal loss,384.0,6.2,2.0,10.0,13190,,2022,47455.594,47347.061709417976
47475.423,metal loss,364.5,1.1,1.6,17.0,13200,,2022,47475.423,47366.885905957046
47477.375,metal loss,354.0,0.9,1.6,18.0,13200,,2022,47477.375,47368.827158871085
47511.132,metal loss,292.5,2.6,2.1,21.0,13210,,2022,47511.132,47402.400917335195
47526.768,metal loss,178.0,2.1,2.1,19.0,13210,,2022,47526.768,47417.99874084408
47590.469,metal loss,175.5,4.4,4.2,15.0,13220,,2022,47590.469,47481.44432573907
47591.309,metal loss,216.0,1.5,3.1,18.0,13230,,2022,47591.309,47482.28485084695
47775.925,metal loss,87.5,8.1,3.5,12.0,13280,,2022,47775.925,47666.741415132514
47778.107,metal loss,78.5,8.5,3.0,13.0,13280,,2022,47778.107,47668.91436576978
47792.956,metal loss,86.0,5.7,2.2,12.0,13280,,2022,47792.956,47683.701782824195
47793.996,metal loss,86.0,11.0,2.2,13.0,13280,,2022,47793.996,47684.73746965406
47880.128,metal loss,293.0,19.3,8.7,17.0,13320,,2022,47880.128,47770.26945512501
47881.578,metal loss,120.0,5.1,5.7,18.0,13320,,2022,47881.578,47771.73982069927
47888.98,metal loss,83.0,4.1,3.5,14.0,13320,,2022,47888.98,47779.24578344457
47889.232,metal loss,386.0,12.1,8.1,20.0,13320,,2022,47889.232,47779.50132284092
47889.429,metal loss,176.0,10.3,6.5,16.0,13320,,2022,47889.429,47779.70108974997
47889.531,metal loss,81.0,7.3,4.0,15.0,13320,,2022,47889.531,47779.804522362785
47890.722,metal loss,155.0,4.7,1.8,20.0,13330,,2022,47890.722,47781.00024204392
48041.686,metal loss,265.5,2.6,2.3,12.0,13360,,2022,48041.686,47931.63436217575
48042.53,metal loss,265.0,1.3,1.3,13.0,13360,,2022,48042.53,47932.47506653071
48068.96,metal loss,177.0,6.4,3.4,10.0,13370,,2022,48068.96,47958.89431835225
48295.791,metal loss,365.5,3.1,2.6,11.0,13450,,2022,48295.791,48185.35436565773
48305.164,metal loss,366.5,7.0,4.9,11.0,13450,,2022,48305.164,48194.71640908299
48311.824,metal loss,368.5,5.4,2.2,11.0,13450,,2022,48311.824,48201.368623871465
48320.807,metal loss,373.5,7.2,1.7,11.0,13450,,2022,48320.807,48210.34112318751
48612.789,metal loss,234.0,7.0,3.5,11.0,13530,,2022,48612.789,48501.45964777104
48624.091,metal loss,223.0,20.7,2.5,15.0,13530,,2022,48624.091,48512.74355280933
48638.576,metal loss,222.5,3.8,1.0,15.0,13530,,2022,48638.576,48527.20536173513
48713.346,metal loss,34.0,8.3,2.5,12.0,13570,,2022,48713.346,48601.10724431818
48716.145,metal loss,32.0,11.7,2.0,12.0,13570,,2022,48716.145,48604.08724025973
48719.236,metal loss,143.0,3.4,2.2,13.0,13570,,2022,48719.236,48607.37811823592
48774.255,metal loss,33.0,3.5,2.2,13.0,13610,,2022,48774.255,48662.27062621464
48777.388,metal loss,387.5,13.7,2.4,13.0,13610,,2022,48777.388,48665.632969121136
48803.366,metal loss,61.0,25.8,5.3,12.0,13630,,2022,48803.366,48691.25274872838
48806.893,metal loss,57.49999999999999,6.8,1.4,12.0,13640,,2022,48806.893,48694.77779399696
48869.774,metal loss,77.5,7.4,8.4,12.0,13650,,2022,48869.774,48757.47714732453
48938.724,metal loss,272.0,5.2,3.5,12.0,13670,,2022,48938.724,48826.27334895898
48939.738,metal loss,274.0,3.5,3.1,12.0,13670,,2022,48939.738,48827.28292432365
48962.142,metal loss,275.0,4.3,1.9,15.0,13670,,2022,48962.142,48849.589163445955
49305.456,metal loss,233.0,1.8,2.0,15.0,13780,,2022,49305.456,49192.061336338025
49307.247,metal loss,230.0,2.2,3.4,13.0,13780,,2022,49307.247,49193.83821014085
49311.857,metal loss,231.5,9.0,2.1,12.0,13780,,2022,49311.857,49198.41184957747
49313.363,metal loss,236.0,1.9,2.0,12.0,13780,,2022,49313.363,49199.9059712676
49314.124,metal loss,232.0,11.0,2.6,13.0,13780,,2022,49314.124,49200.66096901409
49316.217,metal loss,239.0,1.5,2.3,13.0,13780,,2022,49316.217,49202.73746084507
49330.459,metal loss,363.5,6.9,3.0,10.0,13790,,2022,49330.459,49216.930498243695
49335.453,metal loss,361.0,15.7,3.7,11.0,13790,,2022,49335.453,49221.92188560325
49337.352,metal loss,372.0,3.8,2.3,12.0,13790,,2022,49337.352,49223.81989213024
49962.982,metal loss,165.5,2.3,2.2,21.0,13950,,2022,49962.982,49849.03692831658
50041.67,metal loss,138.0,3.8,2.2,15.0,13960,,2022,50041.67,49927.46842215204
50112.687,metal loss,36.5,4.1,2.6,11.0,13980,,2022,50112.687,49998.3833731968
50114.711,metal loss,37.5,2.3,1.7,14.0,13980,,2022,50114.711,50000.404498841475
50120.62,metal loss,38.5,3.0,1.8,14.0,13980,,2022,50120.62,50006.30510725765
50336.594,metal loss,230.5,7.3,2.9,19.0,14040,,2022,50336.594,50221.99675681059
50361.916,metal loss,309.5,13.3,5.8,16.0,14040,,2022,50361.916,50247.244350814275
50361.952,metal loss,77.0,2.4,2.3,16.0,14040,,2022,50361.952,50247.28024503212
50362.569,metal loss,345.5,2.3,2.4,14.0,14040,,2022,50362.569,50247.89543204343
50363.123,metal loss,353.5,2.9,2.1,17.0,14040,,2022,50363.123,50248.44780417351
50363.314,metal loss,305.5,1.7,2.0,19.0,14040,,2022,50363.314,50248.63824294038
50374.692,metal loss,317.0,14.5,4.1,14.0,14060,,2022,50374.692,50259.428642430285
50376.621,metal loss,340.5,2.2,2.2,13.0,14060,,2022,50376.621,50261.37589492032
50377.093,metal loss,333.0,6.4,2.1,12.0,14060,,2022,50377.093,50261.85236105578
50377.815,metal loss,333.0,3.3,1.3,11.0,14060,,2022,50377.815,50262.58119272909
50378.51,metal loss,83.5,6.4,2.7,17.0,14060,,2022,50378.51,50263.282768924306
50378.579,metal loss,341.5,1.7,1.9,14.0,14060,,2022,50378.579,50263.35242181275
50379.56,metal loss,78.0,2.1,1.3,10.0,14060,,2022,50379.56,50264.34270418327
50380.597,metal loss,75.0,9.6,3.2,21.0,14060,,2022,50380.597,50265.38951643427
50383.018,metal loss,344.5,8.3,3.6,19.0,14060,,2022,50383.018,50267.833424302786
50383.917,metal loss,80.0,3.7,3.9,17.0,14060,,2022,50383.917,50268.7409307769
50384.413,metal loss,82.0,14.3,5.8,16.0,14060,,2022,50384.413,50269.24162400399
50387.74,metal loss,275.5,28.8,7.2,60.0,14060,,2022,50387.74,50272.600104581674
50671.499,metal loss,256.0,0.8,1.3,14.0,14140,,2022,50671.499,50556.078003900686
50869.531,metal loss,102.5,7.3,4.9,12.0,14190,,2022,50869.531,50754.07126585427
51451.923,metal loss,164.5,2.4,1.1,12.0,14370,,2022,51451.923,51334.95975069046
51452.274,metal loss,213.0,2.1,1.5,16.0,14370,,2022,51452.274,51335.31266328283
51452.277,metal loss,63.5,1.7,1.0,11.0,14370,,2022,51452.277,51335.31567962977
51456.024,metal loss,211.0,1.9,1.4,16.0,14370,,2022,51456.024,51339.08309696201
51456.877,metal loss,212.0,2.4,2.0,13.0,14370,,2022,51456.877,51339.940744942905
51457.766,metal loss,212.5,2.0,1.3,15.0,14370,,2022,51457.766,51340.83458908711
51457.89,metal loss,167.0,4.1,3.0,12.0,14370,,2022,51457.89,51340.95926476077
51458.392,metal loss,217.0,2.7,1.3,13.0,14370,,2022,51458.392,51341.46400014929
51458.665,metal loss,172.0,3.0,2.5,12.0,14370,,2022,51458.665,51341.73848772114
51459.449,metal loss,214.5,1.3,1.0,18.0,14370,,2022,51459.449,51342.52675972233
51598.465,metal loss,318.0,8.0,2.1,13.0,14420,,2022,51598.465,51481.43221545489
51601.49,metal loss,313.5,4.6,2.7,12.0,14420,,2022,51601.49,51484.45203368862
51650.659,metal loss,166.0,0.6,1.0,28.0,14440,,2022,51650.659,51533.666176142426
51760.807,metal loss,146.0,5.1,1.9,15.0,14470,,2022,51760.807,51643.05105590062
51796.414,metal loss,169.0,2.3,2.2,18.0,14490,,2022,51796.414,51678.707341772155
51796.43,metal loss,225.0,3.2,2.3,15.0,14490,,2022,51796.43,51678.72330028977
51981.23,metal loss,39.5,9.2,2.7,12.0,14550,,2022,51981.23,51862.95057271458
51993.937,metal loss,39.0,4.3,1.1,11.0,14550,,2022,51993.937,51875.572767344405
52047.592,metal loss,362.0,26.9,2.1,14.0,14570,,2022,52047.592,51929.147544752384
52052.185,metal loss,363.0,3.4,1.7,17.0,14570,,2022,52052.185,51933.7301108587
52094.327,metal loss manufacturing anomaly,106.5,0.7,1.3,16.0,14590,,2022,52094.327,51975.83415879017
52094.925,metal loss manufacturing anomaly,111.5,0.2,0.7,23.0,14590,,2022,52094.925,51976.429570689485
52095.135,metal loss manufacturing anomaly,101.0,0.2,0.7,32.0,14590,,2022,52095.135,51976.6386618247
52103.602,metal loss,387.0,7.8,2.9,12.0,14590,,2022,52103.602,51985.069017261965
52109.275,metal loss,37.5,4.7,2.3,11.0,14590,,2022,52109.275,51990.717464928865
52110.066,metal loss,38.0,3.0,2.2,11.0,14590,,2022,52110.066,51991.50504153816
52119.465,metal loss,32.0,5.8,3.5,12.0,14590,,2022,52119.465,52000.86336334693
52225.256,metal loss,93.0,3.3,1.7,17.0,14620,,2022,52225.256,52106.34386863867
52228.054,metal loss,91.0,6.4,1.6,13.0,14620,,2022,52228.054,52109.14417543158
52229.646,metal loss,98.0,8.4,2.8,18.0,14620,,2022,52229.646,52110.73748794564
52231.457,metal loss,96.0,10.2,4.2,14.0,14620,,2022,52231.457,52112.549981012824
52291.444,metal loss,109.5,1.1,1.5,19.0,14630,,2022,52291.444,52172.2882677791
52372.91,metal loss,151.0,7.6,4.7,21.0,14660,,2022,52372.91,52253.54214600833
52373.104,metal loss,227.0,1.1,1.6,20.0,14660,,2022,52373.104,52253.73575434311
52373.173,metal loss,247.5,3.7,1.9,13.0,14660,,2022,52373.173,52253.80461503951
52410.367,metal loss,154.5,8.7,3.2,13.0,14660,,2022,52410.367,52290.92352433888
52410.499,metal loss,219.0,13.3,6.2,15.0,14660,,2022,52410.499,52291.05525784502
52448.504,metal loss,216.5,4.9,1.3,11.0,14670,,2022,52448.504,52328.95681262603
52453.691,metal loss,218.5,1.1,1.0,17.0,14680,,2022,52453.691,52334.13338909835
52453.776,metal loss,128.5,2.5,2.9,20.0,14680,,2022,52453.776,52334.218518564754
52537.808,metal loss,321.5,3.3,2.3,11.0,14700,,2022,52537.808,52418.13562080244
52543.166,metal loss,309.0,2.8,2.4,12.0,14700,,2022,52543.166,52423.49990812174
52936.365,metal loss,311.0,11.2,2.8,12.0,14800,,2022,52936.365,52816.13503269115
52938.72,metal loss,314.0,6.7,1.9,10.0,14800,,2022,52938.72,52818.487564384115
52939.501,metal loss,315.5,4.1,1.8,13.0,14800,,2022,52939.501,52819.26774580755
52942.47,metal loss,311.5,4.1,2.0,10.0,14800,,2022,52942.47,52822.23363395888
52958.99,metal loss,320.0,4.4,2.7,12.0,14800,,2022,52958.99,52838.73631912558
53194.613,metal loss,360.0,0.6,1.7,26.0,14870,,2022,53194.613,53074.1167726885
53195.381,metal loss,361.0,0.6,1.2,22.0,14870,,2022,53195.381,53074.88619826419
53206.919,metal loss,298.5,4.7,1.4,11.0,14870,,2022,53206.919,53086.44561531129
53210.489,metal loss,309.5,2.9,1.9,12.0,14870,,2022,53210.489,53090.02224201074
53355.705,metal loss,325.5,0.8,1.1,18.0,14910,,2022,53355.705,53235.043261616614
53356.781,metal loss,330.5,0.7,2.7,17.0,14910,,2022,53356.781,53236.11770755516
53394.649,metal loss,253.5,5.7,5.5,13.0,14920,,2022,53394.649,53273.92887405341
53394.869,metal loss,75.5,8.0,4.4,15.0,14920,,2022,53394.869,53274.14786568354
